route_name,stop_id,stop_name
2 Downtown,50640,Dunbar Loop @ Bay 2
2 Downtown,50374,Eastbound W 41 Ave @ Collingwood St
2 Downtown,50375,Eastbound W 41 Ave @ Blenheim St
2 Downtown,60396,Eastbound W 41 Ave @ Carnarvon St
2 Downtown,51259,Northbound Mackenzie St @ W 38 Ave
2 Downtown,51261,Northbound Mackenzie St @ W 34 Ave
2 Downtown,51263,Northbound Mackenzie St @ W 30 Ave
2 Downtown,51265,Northbound Quesnel Dr @ W King Edward Ave
2 Downtown,51266,Northbound Macdonald St @ W King Edward Ave
2 Downtown,51267,Northbound Macdonald St @ Oliver Cres
2 Downtown,51269,Northbound Macdonald St @ W 22 Ave
2 Downtown,50056,Northbound Macdonald St @ W 16 Ave
2 Downtown,60359,Northbound Macdonald St @ W 13 Ave
2 Downtown,50058,Northbound Macdonald St @ W 12 Ave
2 Downtown,50060,Northbound Macdonald St @ W Broadway
2 Downtown,50061,Northbound Macdonald St @ W 7th Ave
2 Downtown,50063,Northbound Macdonald St @ W 4th Ave
2 Downtown,50064,Northbound Macdonald St @ W 2nd Ave
2 Downtown,61809,Eastbound Cornwall Ave @ Trafalgar St
2 Downtown,50067,Eastbound Cornwall Ave @ Balsam St
2 Downtown,50069,Eastbound Cornwall Ave @ Yew St
2 Downtown,50070,Eastbound Cornwall Ave @ Arbutus St
2 Downtown,50072,Eastbound Cornwall Ave @ Cypress St
2 Downtown,50073,Northbound Burrard St @ Pacific St
2 Downtown,50075,Northbound Burrard St @ Davie St
2 Downtown,61759,Northbound Burrard St @ Comox St
2 Downtown,60269,Northbound Burrard St @ Smithe St
2 Downtown,50030,Northbound Burrard St @ Robson St
2 Downtown,50031,Burrard Station @ Bay 7
2 Downtown,51842,Burrard Station @ Bay 4
2 Macdonald,51842,Burrard Station @ Bay 4
2 Macdonald,50043,Burrard Station @ Bay 1
2 Macdonald,50045,Southbound Burrard St @ Robson St
2 Macdonald,50046,Southbound Burrard St @ Barclay St
2 Macdonald,50047,Southbound Burrard St @ Nelson St
2 Macdonald,50098,Southbound Burrard St @ Davie St
2 Macdonald,60197,Southbound Burrard St @ Harwood St
2 Macdonald,60519,Westbound Cornwall Ave @ Maple St
2 Macdonald,50103,Westbound Cornwall Ave @ Arbutus St
2 Macdonald,50104,Westbound Cornwall Ave @ Yew St
2 Macdonald,50105,Westbound Cornwall Ave @ Point Grey Rd
2 Macdonald,50106,Westbound Cornwall Ave @ Trafalgar St
2 Macdonald,50107,Southbound Macdonald St @ W 1st Ave
2 Macdonald,51368,Southbound Macdonald St @ W 4th Ave
2 Macdonald,50109,Southbound Macdonald St @ W 6th Ave
2 Macdonald,50110,Southbound Macdonald St @ W Broadway
2 Macdonald,50111,Southbound Macdonald St @ W 11 Ave
2 Macdonald,50112,Southbound Macdonald St @ W 13 Ave
2 Macdonald,50113,Southbound Macdonald St @ W 16 Ave
2 Macdonald,50119,Southbound Macdonald St @ W 21 Ave
2 Macdonald,50121,Southbound Macdonald St @ Alamein Ave
2 Macdonald,50122,Westbound W King Edward Ave @ Macdonald St
2 Macdonald,50123,Westbound W King Edward Ave @ Puget Dr
2 Macdonald,50124,Southbound Quesnel Dr @ W King Edward Ave
2 Macdonald,50126,Southbound Mackenzie St @ W 29 Ave
2 Macdonald,50128,Southbound Mackenzie St @ W 33 Ave
2 Macdonald,50130,Southbound Mackenzie St @ W 37 Ave
2 Macdonald,50293,Westbound W 41 Ave @ Mackenzie St
2 Macdonald,60395,Westbound W 41 Ave @ Carnarvon St
2 Macdonald,50296,Westbound W 41 Ave @ Blenheim St
2 Macdonald,50297,Westbound W 41 Ave @ Collingwood St
2 Macdonald,50640,Dunbar Loop @ Bay 2
2 Macdonald - 16th,51842,Burrard Station @ Bay 4
2 Macdonald - 16th,50043,Burrard Station @ Bay 1
2 Macdonald - 16th,50045,Southbound Burrard St @ Robson St
2 Macdonald - 16th,50046,Southbound Burrard St @ Barclay St
2 Macdonald - 16th,50047,Southbound Burrard St @ Nelson St
2 Macdonald - 16th,50098,Southbound Burrard St @ Davie St
2 Macdonald - 16th,60197,Southbound Burrard St @ Harwood St
2 Macdonald - 16th,60519,Westbound Cornwall Ave @ Maple St
2 Macdonald - 16th,50103,Westbound Cornwall Ave @ Arbutus St
2 Macdonald - 16th,50104,Westbound Cornwall Ave @ Yew St
2 Macdonald - 16th,50105,Westbound Cornwall Ave @ Point Grey Rd
2 Macdonald - 16th,50106,Westbound Cornwall Ave @ Trafalgar St
2 Macdonald - 16th,50107,Southbound Macdonald St @ W 1st Ave
2 Macdonald - 16th,51368,Southbound Macdonald St @ W 4th Ave
2 Macdonald - 16th,50109,Southbound Macdonald St @ W 6th Ave
2 Macdonald - 16th,50110,Southbound Macdonald St @ W Broadway
2 Macdonald - 16th,50111,Southbound Macdonald St @ W 11 Ave
2 Macdonald - 16th,50112,Southbound Macdonald St @ W 13 Ave
2 Macdonald - 16th,50114,Westbound W 16 Ave @ Macdonald St
2 Macdonald - 16th,50115,Westbound W 16 Ave @ Mackenzie St
2 Macdonald - 16th,50116,Westbound W 16 Ave @ Balaclava St
2 Macdonald - 16th,50054,Eastbound W 16 Ave @ Trutch St
2 Macdonald - 16th,50055,Eastbound W 16 Ave @ Carnarvon St
3 Downtown,61337,Marine Drive Station @ Bay 1
3 Downtown,52131,Eastbound SW Marine Dr @ Manitoba St
3 Downtown,52132,Eastbound SE Marine Dr @ Ontario St
3 Downtown,50142,Northbound Main St @ SE Marine Dr
3 Downtown,59844,Northbound Main St @ E 62 Ave
3 Downtown,50146,Northbound Main St @ E 59 Ave
3 Downtown,50147,Northbound Main St @ E 57 Ave
3 Downtown,59843,Northbound Main St @ 54 Ave
3 Downtown,50150,Northbound Main St @ E 51 Ave
3 Downtown,50151,Northbound Main St @ E 49 Ave
3 Downtown,59842,Northbound Main St @ E 46 Ave
3 Downtown,50154,Northbound Main St @ E 43 Ave
3 Downtown,50155,Northbound Main St @ E 41 Ave
3 Downtown,50162,Northbound Main St @ E 39 Ave
3 Downtown,50163,Northbound Main St @ E 36 Ave
3 Downtown,50165,Northbound Main St @ E 33 Ave
3 Downtown,50166,Northbound Main St @ E 30 Ave
3 Downtown,50167,Northbound Main St @ E 28 Ave
3 Downtown,50169,Northbound Main St @ E King Edward Ave
3 Downtown,59837,Northbound Main St @ E 22 Ave
3 Downtown,59836,Northbound Main St @ E 20 Ave
3 Downtown,59835,Northbound Main St @ E 18 Ave
3 Downtown,59581,Northbound Main St @ E 16 Ave
3 Downtown,59582,Northbound Main St @ E 14 Ave
3 Downtown,50174,Northbound Main St @ E 12 Ave
3 Downtown,50176,Northbound Main St @ E Broadway
3 Downtown,50177,Northbound Main St @ E 6th Ave
3 Downtown,50178,Northbound Main St @ E 5th Ave
3 Downtown,50179,Northbound Main St @ E 2nd Ave
3 Downtown,50180,Northbound Main St @ Industrial Ave
3 Downtown,50181,Main Street-Science World Station @ Bay 2
3 Downtown,50182,Northbound Main St @ National Ave
3 Downtown,50184,Northbound Main St @ E Georgia St
3 Downtown,50185,Westbound E Hastings St @ Main St
3 Downtown,50186,Westbound W Hastings St @ Carrall St
3 Downtown,50187,Westbound W Hastings St @ Abbott St
3 Downtown,50188,Westbound W Hastings St @ Hamilton St
3 Downtown,50852,Westbound W Hastings St @ Richards St
3 Downtown,50035,Waterfront Station @ Bay 4
3 Main-Marine Dr Station,50035,Waterfront Station @ Bay 4
3 Main-Marine Dr Station,50036,Eastbound W Cordova St @ Homer St
3 Main-Marine Dr Station,60492,Eastbound W Cordova St @ Carrall St
3 Main-Marine Dr Station,50228,Eastbound E Cordova St @ Main St
3 Main-Marine Dr Station,50229,Southbound Main St @ E Hastings St
3 Main-Marine Dr Station,50230,Southbound Main St @ Keefer St
3 Main-Marine Dr Station,50232,Southbound Main St @ National Ave
3 Main-Marine Dr Station,50233,Main Street-Science World Station @ Bay 1
3 Main-Marine Dr Station,50234,Southbound Main St @ Switchmen St
3 Main-Marine Dr Station,59580,Southbound Main St @ E 2nd Ave
3 Main-Marine Dr Station,50236,Southbound Main St @ E 5th Ave
3 Main-Marine Dr Station,60517,Southbound Main St @ E Broadway
3 Main-Marine Dr Station,50240,Southbound Main St @ E 12 Ave
3 Main-Marine Dr Station,50241,Southbound Main St @ E 14 Ave
3 Main-Marine Dr Station,50242,Southbound Main St @ E 16 Ave
3 Main-Marine Dr Station,58307,Southbound Main St @ E 18 Ave
3 Main-Marine Dr Station,50244,Southbound Main St @ E 20 Ave
3 Main-Marine Dr Station,50245,Southbound Main St @ E 22 Ave
3 Main-Marine Dr Station,50246,Southbound Main St @ E King Edward Ave
3 Main-Marine Dr Station,59536,Southbound Main St @ E 28 Ave
3 Main-Marine Dr Station,50248,Southbound Main St @ E 30 Ave
3 Main-Marine Dr Station,50249,Southbound Main St @ E 33 Ave
3 Main-Marine Dr Station,50250,Southbound Main St @ E 36 Ave
3 Main-Marine Dr Station,59838,Southbound Main St @ E 39 Ave
3 Main-Marine Dr Station,59041,Southbound Main St @ E 41 Ave
3 Main-Marine Dr Station,50255,Southbound Main St @ E 43 Ave
3 Main-Marine Dr Station,50256,Southbound Main St @ E 46 Ave
3 Main-Marine Dr Station,59583,Southbound Main St @ E 49 Ave
3 Main-Marine Dr Station,50258,Southbound Main St @ E 51 Ave
3 Main-Marine Dr Station,50259,Southbound Main St @ E 54 Ave
3 Main-Marine Dr Station,50260,Southbound Main St @ E 56 Ave
3 Main-Marine Dr Station,59538,Southbound Main St @ E 59 Ave
3 Main-Marine Dr Station,50263,Southbound Main St @ E 62 Ave
3 Main-Marine Dr Station,50264,Southbound Main St @ E 63 Ave
3 Main-Marine Dr Station,50265,Eastbound E 65 Ave @ Main St
3 Main-Marine Dr Station,52212,Westbound SE Marine Dr @ Main St
3 Main-Marine Dr Station,52213,Westbound SW Marine Dr @ Ontario St
3 Main-Marine Dr Station,52214,Westbound SW Marine Dr @ Manitoba St
3 Main-Marine Dr Station,61338,Marine Drive Station @ Bay 2
4 Downtown,61702,UBC Exchange @ Bay 11
4 Downtown,50268,Eastbound University Blvd @ Allison Rd
4 Downtown,57938,Eastbound University Blvd @ Acadia Rd
4 Downtown,50270,Eastbound University Blvd @ 5300 Block
4 Downtown,50271,Eastbound University Blvd @ 5100 Block
4 Downtown,50272,Northbound Blanca St @ W 10 Ave
4 Downtown,60533,Northbound Blanca St @ W 5th Ave
4 Downtown,50347,Eastbound W 4th Ave @ Tolmie St
4 Downtown,50349,Eastbound W 4th Ave @ Trimble St
4 Downtown,50350,Eastbound W 4th Ave @ 4100 Block
4 Downtown,50352,Eastbound W 4th Ave @ Wallace St
4 Downtown,50354,Eastbound W 4th Ave @ Alma St
4 Downtown,50389,Eastbound W 4th Ave @ Collingwood St
4 Downtown,60570,Eastbound W 4th Ave @ Blenheim St
4 Downtown,60571,Eastbound W 4th Ave @ Balaclava St
4 Downtown,50393,Eastbound W 4th Ave @ Macdonald St
4 Downtown,50394,Eastbound W 4th Ave @ Trafalgar St
4 Downtown,50396,Eastbound W 4th Ave @ Balsam St
4 Downtown,60572,Eastbound W 4th Ave @ Yew St
4 Downtown,61762,Eastbound W 4th Ave @ Maple St
4 Downtown,50400,Eastbound W 4th Ave @ Burrard St
4 Downtown,50401,Eastbound W 4th Ave @ Fir St
4 Downtown,50403,Westbound W 5th Ave @ Granville St
4 Downtown,58593,Northbound Granville St @ Drake St
4 Downtown,50220,Northbound Granville St @ Davie St
4 Downtown,58144,Northbound Granville St @ Smithe St
4 Downtown,61293,Northbound Granville St @ W Georgia St
4 Downtown,60993,Northbound Granville St @ Dunsmuir St
4 Downtown,58313,Northbound Granville St @ W Pender St
4 Downtown,50034,Northbound Granville St @ W Hastings St
4 Downtown,50035,Waterfront Station @ Bay 4
4 Downtown,50036,Eastbound W Cordova St @ Homer St
4 Downtown,50410,Southbound Cambie St @ W Hastings St
4 Powell,61702,UBC Exchange @ Bay 11
4 Powell,50268,Eastbound University Blvd @ Allison Rd
4 Powell,57938,Eastbound University Blvd @ Acadia Rd
4 Powell,50270,Eastbound University Blvd @ 5300 Block
4 Powell,50271,Eastbound University Blvd @ 5100 Block
4 Powell,50272,Northbound Blanca St @ W 10 Ave
4 Powell,60533,Northbound Blanca St @ W 5th Ave
4 Powell,50347,Eastbound W 4th Ave @ Tolmie St
4 Powell,50349,Eastbound W 4th Ave @ Trimble St
4 Powell,50350,Eastbound W 4th Ave @ 4100 Block
4 Powell,50352,Eastbound W 4th Ave @ Wallace St
4 Powell,50354,Eastbound W 4th Ave @ Alma St
4 Powell,50389,Eastbound W 4th Ave @ Collingwood St
4 Powell,60570,Eastbound W 4th Ave @ Blenheim St
4 Powell,60571,Eastbound W 4th Ave @ Balaclava St
4 Powell,50393,Eastbound W 4th Ave @ Macdonald St
4 Powell,50394,Eastbound W 4th Ave @ Trafalgar St
4 Powell,50396,Eastbound W 4th Ave @ Balsam St
4 Powell,60572,Eastbound W 4th Ave @ Yew St
4 Powell,61762,Eastbound W 4th Ave @ Maple St
4 Powell,50400,Eastbound W 4th Ave @ Burrard St
4 Powell,50401,Eastbound W 4th Ave @ Fir St
4 Powell,50403,Westbound W 5th Ave @ Granville St
4 Powell,58593,Northbound Granville St @ Drake St
4 Powell,50220,Northbound Granville St @ Davie St
4 Powell,58144,Northbound Granville St @ Smithe St
4 Powell,61293,Northbound Granville St @ W Georgia St
4 Powell,60993,Northbound Granville St @ Dunsmuir St
4 Powell,58313,Northbound Granville St @ W Pender St
4 Powell,50034,Northbound Granville St @ W Hastings St
4 Powell,50035,Waterfront Station @ Bay 4
4 Powell,50036,Eastbound W Cordova St @ Homer St
4 Powell,60492,Eastbound W Cordova St @ Carrall St
4 Powell,50425,Eastbound E Cordova St @ Main St
4 Powell,50426,Eastbound E Cordova St @ Dunlevy Ave
4 Powell,50427,Eastbound E Cordova St @ Princess Ave
4 Powell,60336,Eastbound E Cordova St @ Heatley Ave
4 Powell,61933,Eastbound Cordova Diversion @ Hawks Ave
4 Powell,50429,Eastbound Powell St @ Glen Dr
4 Powell,50431,Eastbound Powell St @ Clark Dr
4 Powell,50433,Eastbound Powell St @ Commercial Dr
4 Powell,50435,Eastbound Powell St @ Victoria Dr
4 Powell,50436,Eastbound Dundas St @ Lakewood Dr
4 Powell,50437,Eastbound Dundas St @ Templeton Dr
4 Powell,50438,Northbound N Nanaimo St @ Dundas St
4 Powell,50440,Northbound N Nanaimo St @ Eton St
4 Powell,50442,Eastbound Mcgill St @ N Penticton St
4 Powell,50443,Eastbound Mcgill St @ N Slocan St
4 Powell,50445,Westbound Eton St @ N Renfrew St
4 To Blanca,50445,Westbound Eton St @ N Renfrew St
4 To Blanca,50489,Westbound Mcgill St @ N Kaslo St
4 To Blanca,50490,Westbound Mcgill St @ N Penticton St
4 To Blanca,50491,Southbound N Nanaimo St @ Mcgill St
4 To Blanca,50492,Southbound N Nanaimo St @ Cambridge St
4 To Blanca,50493,Westbound Dundas St @ N Garden Dr
4 To Blanca,50494,Westbound Dundas St @ N Templeton Dr
4 To Blanca,50495,Westbound Dundas St @ Wall St
4 To Blanca,50496,Westbound Powell St @ Victoria Dr
4 To Blanca,50508,Westbound Powell St @ Commercial Dr
4 To Blanca,61930,Westbound Powell St @ Clark Dr
4 To Blanca,50512,Westbound Powell St @ Glen Dr
4 To Blanca,50513,Westbound Powell St @ Hawks Ave
4 To Blanca,50514,Westbound Powell St @ Heatley Ave
4 To Blanca,50515,Westbound Powell St @ Jackson Ave
4 To Blanca,50516,Westbound Powell St @ Gore Ave
4 To Blanca,61074,Southbound Main St @ Powell St
4 To Blanca,50229,Southbound Main St @ E Hastings St
4 To Blanca,50689,Westbound E Pender St @ Main St
4 To Blanca,50091,Westbound W Pender St @ Carrall St
4 To Blanca,50093,Westbound W Pender St @ Abbott St
4 To Blanca,50094,Westbound W Pender St @ Hamilton St
4 To Blanca,50095,Westbound W Pender St @ Seymour St
4 To Blanca,50526,Southbound Granville St @ W Pender St
4 To Blanca,60980,Southbound Granville St @ W Georgia St
4 To Blanca,61292,Southbound Granville St @ Robson St
4 To Blanca,50532,Southbound Granville St @ Nelson St
4 To Blanca,50535,Southbound Granville St @ Davie St
4 To Blanca,50536,Southbound Granville St @ Drake St
4 To Blanca,50537,Westbound W Cloverleaf @ Granville St
4 To Blanca,50578,Westbound W 4th Ave @ Fir St
4 To Blanca,50579,Westbound W 4th Ave @ Burrard St
4 To Blanca,50580,Westbound W 4th Ave @ Maple St
4 To Blanca,60574,Westbound W 4th Ave @ Yew St
4 To Blanca,50583,Westbound W 4th Ave @ Balsam St
4 To Blanca,50584,Westbound W 4th Ave @ Trafalgar St
4 To Blanca,50585,Westbound W 4th Ave @ Macdonald St
4 To Blanca,50587,Westbound W 4th Ave @ Balaclava St
4 To Blanca,50588,Westbound W 4th Ave @ Blenheim St
4 To Blanca,50589,Westbound W 4th Ave @ Collingwood St
4 To Blanca,50590,Westbound W 4th Ave @ Alma St
4 To Blanca,50591,Westbound W 4th Ave @ Wallace St
4 To Blanca,50593,Westbound W 4th Ave @ 4100 Block
4 To Blanca,50594,Westbound W 4th Ave @ NW Marine Dr
4 To Blanca,50595,Westbound W 4th Ave @ Trimble St
4 To Blanca,50596,Westbound W 4th Ave @ Sasamat St
4 To Blanca,50598,Southbound Blanca St @ W 4th Ave
4 To Blanca,50600,Blanca Loop @ Bay 2
4 To Blanca,50273,Blanca Loop @ Bay 1
4 UBC,50445,Westbound Eton St @ N Renfrew St
4 UBC,50489,Westbound Mcgill St @ N Kaslo St
4 UBC,50490,Westbound Mcgill St @ N Penticton St
4 UBC,50491,Southbound N Nanaimo St @ Mcgill St
4 UBC,50492,Southbound N Nanaimo St @ Cambridge St
4 UBC,50493,Westbound Dundas St @ N Garden Dr
4 UBC,50494,Westbound Dundas St @ N Templeton Dr
4 UBC,50495,Westbound Dundas St @ Wall St
4 UBC,50496,Westbound Powell St @ Victoria Dr
4 UBC,50508,Westbound Powell St @ Commercial Dr
4 UBC,61930,Westbound Powell St @ Clark Dr
4 UBC,50512,Westbound Powell St @ Glen Dr
4 UBC,50513,Westbound Powell St @ Hawks Ave
4 UBC,50514,Westbound Powell St @ Heatley Ave
4 UBC,50515,Westbound Powell St @ Jackson Ave
4 UBC,50516,Westbound Powell St @ Gore Ave
4 UBC,61074,Southbound Main St @ Powell St
4 UBC,50229,Southbound Main St @ E Hastings St
4 UBC,50689,Westbound E Pender St @ Main St
4 UBC,50091,Westbound W Pender St @ Carrall St
4 UBC,50093,Westbound W Pender St @ Abbott St
4 UBC,50094,Westbound W Pender St @ Hamilton St
4 UBC,50095,Westbound W Pender St @ Seymour St
4 UBC,50526,Southbound Granville St @ W Pender St
4 UBC,60980,Southbound Granville St @ W Georgia St
4 UBC,61292,Southbound Granville St @ Robson St
4 UBC,50532,Southbound Granville St @ Nelson St
4 UBC,50535,Southbound Granville St @ Davie St
4 UBC,50536,Southbound Granville St @ Drake St
4 UBC,50537,Westbound W Cloverleaf @ Granville St
4 UBC,50578,Westbound W 4th Ave @ Fir St
4 UBC,50579,Westbound W 4th Ave @ Burrard St
4 UBC,50580,Westbound W 4th Ave @ Maple St
4 UBC,60574,Westbound W 4th Ave @ Yew St
4 UBC,50583,Westbound W 4th Ave @ Balsam St
4 UBC,50584,Westbound W 4th Ave @ Trafalgar St
4 UBC,50585,Westbound W 4th Ave @ Macdonald St
4 UBC,50587,Westbound W 4th Ave @ Balaclava St
4 UBC,50588,Westbound W 4th Ave @ Blenheim St
4 UBC,50589,Westbound W 4th Ave @ Collingwood St
4 UBC,50590,Westbound W 4th Ave @ Alma St
4 UBC,50591,Westbound W 4th Ave @ Wallace St
4 UBC,50593,Westbound W 4th Ave @ 4100 Block
4 UBC,50594,Westbound W 4th Ave @ NW Marine Dr
4 UBC,50595,Westbound W 4th Ave @ Trimble St
4 UBC,50596,Westbound W 4th Ave @ Sasamat St
4 UBC,50598,Southbound Blanca St @ W 4th Ave
4 UBC,50600,Blanca Loop @ Bay 2
4 UBC,50601,Westbound University Blvd @ Blanca St
4 UBC,50602,Westbound University Blvd @ 5100 Block
4 UBC,50603,Westbound University Blvd @ 5300 Block
4 UBC,50604,Westbound University Blvd @ Acadia Rd
4 UBC,61702,UBC Exchange @ Bay 11
5 Downtown,50607,Westbound Davie St @ Denman St
5 Downtown,60502,Northbound Denman St @ Comox St
5 Downtown,50610,Northbound Denman St @ Haro St
5 Downtown,50611,Eastbound Robson St @ Bidwell St
5 Downtown,60423,Eastbound Robson St @ Cardero St
5 Downtown,60504,Eastbound Robson St @ Broughton St
5 Downtown,50614,Eastbound Robson St @ Bute St
5 Downtown,50030,Northbound Burrard St @ Robson St
5 Downtown,50031,Burrard Station @ Bay 7
5 Downtown,50076,Eastbound W Pender St @ Burrard St
5 Downtown,50077,Eastbound W Pender St @ Granville St
5 Downtown,50078,Eastbound W Pender St @ Seymour St
5 Downtown,50080,Eastbound W Pender St @ Hamilton St
5 Downtown,50081,Southbound Cambie St @ Dunsmuir St
5 Robson,60302,Northbound Cambie St @ Dunsmuir St
5 Robson,50094,Westbound W Pender St @ Hamilton St
5 Robson,50095,Westbound W Pender St @ Seymour St
5 Robson,50096,Westbound W Pender St @ Granville St
5 Robson,50097,Westbound W Pender St @ Howe St
5 Robson,50043,Burrard Station @ Bay 1
5 Robson,50624,Westbound Robson St @ Burrard St
5 Robson,50626,Westbound Robson St @ Bute St
5 Robson,50627,Westbound Robson St @ Broughton St
5 Robson,50628,Westbound Robson St @ Cardero St
5 Robson,50629,Southbound Denman St @ Robson St
5 Robson,50630,Southbound Denman St @ Barclay St
5 Robson,50631,Southbound Denman St @ Comox St
5 Robson,50632,Southbound Denman St @ Pendrell St
5 Robson,50633,Eastbound Davie St @ Denman St
6 Downtown,50633,Eastbound Davie St @ Denman St
6 Downtown,50634,Eastbound Davie St @ Cardero St
6 Downtown,50635,Eastbound Davie St @ Nicola St
6 Downtown,59420,Eastbound Davie St @ Broughton St
6 Downtown,50636,Eastbound Davie St @ Jervis St
6 Downtown,50637,Eastbound Davie St @ Bute St
6 Downtown,50638,Eastbound Davie St @ Thurlow St
6 Downtown,50074,Eastbound Davie St @ Burrard St
6 Downtown,50011,Eastbound Davie St @ Howe St
6 Downtown,60116,Eastbound Davie St @ Granville St
6 Downtown,59860,Eastbound Davie St @ Richards St
6 Downtown,61215,Yaletown-Roundhouse Station @ Bay 2
6 Downtown,60103,Northbound Cambie St @ Nelson St
6 Downtown,60104,Northbound Cambie St @ Robson St
6 Downtown,60302,Northbound Cambie St @ Dunsmuir St
6 Davie,50081,Southbound Cambie St @ Dunsmuir St
6 Davie,60342,Southbound Cambie St @ W Georgia St
6 Davie,61073,Southbound Cambie St @ Robson St
6 Davie,60102,Southbound Cambie St @ Nelson St
6 Davie,50023,Yaletown-Roundhouse Station @ Bay 1
6 Davie,50024,Westbound Davie St @ Richards St
6 Davie,50025,Westbound Davie St @ Granville St
6 Davie,50026,Westbound Davie St @ Howe St
6 Davie,50048,Westbound Davie St @ Burrard St
6 Davie,50049,Westbound Davie St @ Thurlow St
6 Davie,50050,Westbound Davie St @ Bute St
6 Davie,50051,Westbound Davie St @ Jervis St
6 Davie,50052,Westbound Davie St @ Broughton St
6 Davie,50053,Westbound Davie St @ Cardero St
6 Davie,50607,Westbound Davie St @ Denman St
7 Nanaimo Station,50640,Dunbar Loop @ Bay 2
7 Nanaimo Station,50298,Dunbar Loop @ Bay 6
7 Nanaimo Station,50299,Northbound Dunbar St @ W 39 Ave
7 Nanaimo Station,50300,Northbound Dunbar St @ W 38 Ave
7 Nanaimo Station,50301,Northbound Dunbar St @ W 36 Ave
7 Nanaimo Station,50302,Northbound Dunbar St @ W 34 Ave
7 Nanaimo Station,50303,Northbound Dunbar St @ W 31 Ave
7 Nanaimo Station,50304,Northbound Dunbar St @ W 30 Ave
7 Nanaimo Station,50305,Northbound Dunbar St @ W 28 Ave
7 Nanaimo Station,50307,Northbound Dunbar St @ W King Edward Ave
7 Nanaimo Station,50308,Northbound Dunbar St @ W 22 Ave
7 Nanaimo Station,50310,Northbound Dunbar St @ W 18 Ave
7 Nanaimo Station,50312,Northbound Dunbar Diversion @ W 14 Ave
7 Nanaimo Station,50313,Northbound Alma St @ W 12 Ave
7 Nanaimo Station,50314,Northbound Alma St @ W 10 Ave
7 Nanaimo Station,50668,Northbound Alma St @ W 7th Ave
7 Nanaimo Station,50354,Eastbound W 4th Ave @ Alma St
7 Nanaimo Station,50389,Eastbound W 4th Ave @ Collingwood St
7 Nanaimo Station,60570,Eastbound W 4th Ave @ Blenheim St
7 Nanaimo Station,60571,Eastbound W 4th Ave @ Balaclava St
7 Nanaimo Station,50393,Eastbound W 4th Ave @ Macdonald St
7 Nanaimo Station,50394,Eastbound W 4th Ave @ Trafalgar St
7 Nanaimo Station,50396,Eastbound W 4th Ave @ Balsam St
7 Nanaimo Station,60572,Eastbound W 4th Ave @ Yew St
7 Nanaimo Station,61762,Eastbound W 4th Ave @ Maple St
7 Nanaimo Station,50400,Eastbound W 4th Ave @ Burrard St
7 Nanaimo Station,50401,Eastbound W 4th Ave @ Fir St
7 Nanaimo Station,50403,Westbound W 5th Ave @ Granville St
7 Nanaimo Station,58593,Northbound Granville St @ Drake St
7 Nanaimo Station,50220,Northbound Granville St @ Davie St
7 Nanaimo Station,58144,Northbound Granville St @ Smithe St
7 Nanaimo Station,61293,Northbound Granville St @ W Georgia St
7 Nanaimo Station,60993,Northbound Granville St @ Dunsmuir St
7 Nanaimo Station,58313,Northbound Granville St @ W Pender St
7 Nanaimo Station,50034,Northbound Granville St @ W Hastings St
7 Nanaimo Station,50035,Waterfront Station @ Bay 4
7 Nanaimo Station,50036,Eastbound W Cordova St @ Homer St
7 Nanaimo Station,60492,Eastbound W Cordova St @ Carrall St
7 Nanaimo Station,50425,Eastbound E Cordova St @ Main St
7 Nanaimo Station,50426,Eastbound E Cordova St @ Dunlevy Ave
7 Nanaimo Station,50427,Eastbound E Cordova St @ Princess Ave
7 Nanaimo Station,60336,Eastbound E Cordova St @ Heatley Ave
7 Nanaimo Station,61933,Eastbound Cordova Diversion @ Hawks Ave
7 Nanaimo Station,50429,Eastbound Powell St @ Glen Dr
7 Nanaimo Station,50431,Eastbound Powell St @ Clark Dr
7 Nanaimo Station,50433,Eastbound Powell St @ Commercial Dr
7 Nanaimo Station,50435,Eastbound Powell St @ Victoria Dr
7 Nanaimo Station,50436,Eastbound Dundas St @ Lakewood Dr
7 Nanaimo Station,50437,Eastbound Dundas St @ Templeton Dr
7 Nanaimo Station,50669,Southbound Nanaimo St @ Dundas St
7 Nanaimo Station,50671,Southbound Nanaimo St @ E Hastings St
7 Nanaimo Station,50673,Southbound Nanaimo St @ Adanac St
7 Nanaimo Station,50675,Southbound Nanaimo St @ William St
7 Nanaimo Station,50678,Southbound Nanaimo St @ E 1st Ave
7 Nanaimo Station,50679,Southbound Nanaimo St @ E 3rd Ave
7 Nanaimo Station,50680,Southbound Nanaimo St @ E 5th Ave
7 Nanaimo Station,50683,Southbound Nanaimo St @ E Broadway
7 Nanaimo Station,58290,Southbound Nanaimo St @ Grandview Hwy
7 Nanaimo Station,50685,Southbound Nanaimo St @ E 17 Ave
7 Nanaimo Station,50686,Southbound Nanaimo St @ E 20 Ave
7 Nanaimo Station,50687,Southbound Nanaimo St @ E 22 Ave
7 Nanaimo Station,50688,Nanaimo Station @ Bay 3
7 Downtown,50688,Nanaimo Station @ Bay 3
7 Downtown,50715,Northbound Nanaimo St @ E 22 Ave
7 Downtown,50716,Northbound Nanaimo St @ E 20 Ave
7 Downtown,50717,Northbound Nanaimo St @ E 17 Ave
7 Downtown,50718,Northbound Nanaimo St @ S Grandview Hwy
